-1.05E+01,4.00E+01
6.95E-01,-1.69E+00
-61.66467667,-9.528819084
2.27E+01,-2.33E+01
-5.59E+01,2.10E+01
5.43E+01,-7.44E+00
-63.23974991,-2.386243105
4.54E+01,2.57E+01
3.06E+00,-2.35E+01
3.32E+01,-4.80E+01
-9.33E+00,1.63E+01
3.71E+01,1.70E+01
1.08E+01,1.13E+01
5.59E+01,1.98E+01
5.07E+01,3.95E+00
3.28E+01,4.72E+01
-8.35E+00,3.47E+00
3.47E+01,-7.51E+00
5.69E+01,-1.66E+01
-2.14E+00,2.31E+01
-46.29457474,-10.32423878
1.91E+01,5.28E+01
-17.22544479,-37.66424179
-1.57E+01,2.05E+01
4.11E+01,-3.24E+01
-10.24200058,-32.92528152
3.45E+01,-1.09E+01
-1.40E+01,1.99E+00
3.07E+01,-1.91E+01
-4.18E+01,4.48E+01
-8.655035019,-38.2375145
-3.40E+01,2.31E+01
2.69E+01,-4.94E+01
-1.333620906,-19.36929893
1.14E+01,-5.41E+01
6.94E+01,-7.90E+00
3.05E+01,5.23E+01
-13.87577057,-20.19941711
-1.95E+00,3.14E+01
3.09E+01,-2.44E+01
-15.3988142,-3.565118551
3.45E+01,-1.93E+01
-2.65E+01,2.75E+01
-5.83E+01,1.37E+01
3.40E+01,-4.97E+01
-1.90E+01,9.06E+00
-2.18E+01,1.70E+01
1.10E+01,-3.73E+01
-7.31E+00,4.09E+00
4.92E+01,-3.46E+00
2.16E+01,-4.63E+01
4.15E+00,3.33E+01
4.21E+01,1.45E+01
5.22E+01,-3.80E+01
-65.97233582,-12.3127327
3.06E+01,3.98E+01
2.69E+01,-3.55E+01
-16.90188599,-40.61743927
-23.01446342,-5.786683083
-49.72793198,-14.93309784
-5.47E+01,3.86E+01
1.72E+01,-2.64E+01
1.64E+01,1.96E+01
5.03E+01,-3.88E+01
1.87E+01,-5.29E+01
-15.13012314,-4.334998608
-49.69626617,-13.15303898
-45.52587128,-14.38563347
3.57E+01,-4.40E+01
1.36E+01,-2.00E+01
7.06E+00,-3.32E+01
2.43E+01,-2.31E+01
-60.83275604,-27.27861404
-1.26E+00,3.10E+01
1.15E+01,-4.74E+01
-6.29E+01,2.09E+01
5.94E+01,6.63E+00
-5.98E+01,1.35E+01
1.92E+01,-2.98E+01
-54.95110321,-26.4825325
3.97E+01,-1.24E+01
5.20E+01,-2.29E+01
1.96E+01,5.18E+01
6.02E+01,-7.41E+00
-1.69E+01,1.87E+01
-1.41E+01,4.00E+01
-5.03E+01,3.89E+01
1.10E+01,-4.78E+01
1.27E+01,1.37E+01
-3.52E+01,3.61E+01
-8.759037018,-18.28802109
-2.03E+01,3.81E+01
-5.37E+01,3.65E+01
6.31E+00,-3.75E+01
-50.20344925,-5.315288067
-19.35583687,-4.4456563
-7.487724781,-1.849144816
2.17E+01,5.30E+01
-3.79E+01,3.63E+01
-19.44932365,-22.68805313
4.71E+01,-4.15E+01
4.61E+01,3.42E+01
6.28E+01,7.89E+00
4.13E+01,2.32E+01
-4.28E+01,4.57E+01
3.73E+01,-4.04E+01
-1.92E+01,3.84E+01
-4.10E+01,1.47E+01
-5.05E+01,2.30E+00
4.44E+01,-4.31E+01
3.31E+01,3.36E+01
-6.13E+00,2.21E+01
5.34E+01,2.09E+01
2.50E+01,-3.41E+01
2.80E+01,5.14E+01
1.19E+01,-2.07E+01
-9.410463333,-14.29287338
-9.147420883,-32.93718338
4.26E+01,-2.96E+01
4.52E+01,3.59E+01
6.08E+01,2.82E+01
-1.89E+01,2.50E+01
-18.99419212,-22.52882385
-50.66629791,-4.109156132
2.34E+01,-3.50E+01
-20.31353951,-5.601414204
5.10E+01,-3.39E+01
-22.23730469,-5.072227478
1.89E+00,1.38E+01
-22.40871429,-6.779067039
-2.20E+01,2.80E+01
1.91E+01,5.28E+01
1.56E+01,-9.47E+00
5.38E+01,6.64E+00
-5.78E+01,6.82E+00
7.13E+00,-3.37E+01
3.60E+01,-4.75E+01
-7.552978039,-35.91805267
5.06E+01,-3.30E+01
-7.06869936,-39.87861633
-2.35E+01,1.90E+01
-19.81920242,-25.23901367
3.27E+01,4.68E+01
5.46E+01,2.53E+01
7.28E+00,2.62E+01
-6.73E+01,2.18E+01
-59.29151917,-10.60479164
5.52E+01,2.47E+01
5.64E+01,-1.77E+01
5.78E+01,3.23E+01
6.02E+00,2.24E+01
3.73E+01,-4.04E+01
-52.33361053,-18.58391762
5.54E+01,1.34E+01
2.40E+01,-4.01E+01
6.58E+01,-1.52E+01
-1.86E+01,9.38E+00
6.86E-01,-1.70E+00
2.83E+01,-2.49E+01
-3.67E+00,3.29E+01
-5.22E+01,2.26E+01
5.63E+01,-2.32E+01
5.71E+01,1.62E+01
-9.62E+00,1.61E+01
4.62E+01,2.74E+01
6.14E+01,2.04E+01
-6.58E+01,1.86E+01
2.57E+01,5.19E+01
-3.14E+00,2.57E+01
-52.45307922,-27.85326958
-6.01E+01,1.92E+01
9.41E-02,-1.15E+00
4.58E+01,4.27E+01
5.72E+01,-1.88E+01
2.53E+01,-4.89E+01
4.48E+01,3.95E+01
2.82E+01,-4.60E+01
-6.20E+01,2.10E+01
-6.32E+01,2.36E+00
-19.60826302,-24.81980324
4.58E+01,3.63E+01
1.47E+01,1.81E+01
-2.11E+01,9.58E+00
-50.41758728,-27.51870155
-1.98E+00,2.04E+01
5.17E+00,1.65E+01
7.13E+00,-3.23E+01
3.68E+01,-3.16E+01
-5.48E+01,2.16E+01
-48.95811844,-7.422867775
-2.24E+01,3.00E+01
-59.00838089,-8.409959793
3.12E+01,5.05E+01
-1.29E+01,1.34E+01
-5.37E+01,4.22E+01
-2.17E+01,3.61E+01
1.09E+01,3.24E+01
1.93E+01,-2.43E+01
-5.75E+01,1.14E+01
-68.16622925,-32.75297928
-67.52152252,-33.97855759
-21.76677513,-23.00441933
3.46E+01,1.47E+01
-63.00458527,-25.90350533
3.00E+01,-4.88E+01
-55.00407791,-22.60726547
3.33E+01,4.26E+01
2.17E+01,-5.08E+01
1.64E+01,1.56E+01
2.90E+01,-1.50E+01
5.19E+01,-3.27E+01
-25.02869987,-18.48148155
-1.07E+00,1.92E+01
-2.55E+00,3.13E+01
-5.37E+01,3.96E+01
-2.08E+01,3.53E+01
4.17E+01,2.32E+01
-1.21E+01,2.92E-01
-12.49727535,-18.33815002
3.44E+01,-2.37E+01
-45.08596802,-6.850733757
-2.62E+01,1.71E+01
-68.59472656,-3.357365847
-1.95E+01,1.46E+01
1.09E+01,-2.23E+01
1.95E+00,3.27E+01
1.53E+01,-2.92E+01
4.16E+01,4.14E+01
6.13E+01,2.44E+01
-19.68857384,-6.95193243
-0.205847293,-19.00637436
-3.94E+00,4.48E+01
-69.46721649,-3.416961432
3.11E+01,-1.24E+01
6.82E+01,-8.15E+00
-64.14625549,-2.351023436
4.92E-01,-1.88E+01
3.27E+01,4.68E+01
-6.37E+01,1.48E+01
-66.54940796,-3.075177193
1.79E+01,-5.24E+01
-5.57E+01,7.66E+00
2.14E+01,5.09E+01
-14.98703289,-33.22091675
5.51E+01,-6.37E+00
5.90E+01,-8.31E+00
-7.16E+00,2.50E+01
2.11E+01,5.36E+01
-2.18E+01,1.46E+01
4.04E+00,1.17E+01
3.22E+01,-5.15E+01
5.07E+01,-4.41E+00
-5.61E+01,4.38E+01
-5.96E-01,1.61E+01
5.49E+00,6.09E+00
-1.98E+01,4.46E+01
-26.21700096,-19.20570183
3.12E+01,5.06E+01
6.99E+01,-9.10E+00
-62.88098907,-10.95955181
-18.41555023,-38.76605988
1.16E+01,-5.34E+01
3.40E+01,-3.03E+01
-5.38E+01,3.72E+01
-22.80378532,-33.77049637
4.48E+01,4.02E+01
-5.84E+00,3.77E+01
-2.88E+01,2.53E+01
-50.97878647,-21.93096352
-5.33E+01,3.85E+01
-44.82936096,-8.74343586
-1.03E+01,2.94E+01
2.13E+01,-4.88E+01
-1.14E+01,3.07E+01
6.01E-01,-4.40E+01
-1.575729251,-18.81187439
-68.10633087,-1.421285987
-24.0328064,-23.20538902
-6.01E+01,6.08E+00
3.62E+01,4.77E+00
4.17E+01,-1.45E+01
-1.19E+01,3.49E-01
-8.904826164,-2.058661461
-5.60E+01,4.38E+01
-2.51E+01,8.54E+00
