-5.482563018798828125e+01,4.930551910400390625e+01
5.488248062133789062e+01,2.198679542541503906e+01
-2.032784080505371094e+01,-4.233949184417724609e+00
5.582124710083007812e+01,2.610722541809082031e+01
3.394808769226074219e+00,-4.017094039916992188e+01
-3.248963928222656250e+01,-2.160383033752441406e+01
5.395110321044921875e+01,-1.829729080200195312e+01
-4.260959243774414062e+01,-2.764860153198242188e+01
-2.060400009155273438e+00,-3.881560897827148438e+01
-1.299644756317138672e+01,1.286737155914306641e+01
-1.590184688568115234e+01,-2.489159345626831055e+00
-1.870193862915039062e+01,-2.434379196166992188e+01
1.134499931335449219e+01,-6.164076924324035645e-01
-4.460813045501708984e+00,8.592517852783203125e+00
4.067356872558593750e+01,1.157834243774414062e+01
5.501718902587890625e+01,5.060227513313293457e-01
1.256674861907958984e+01,-7.761825919151306152e-01
1.696887135505676270e+00,6.894894123077392578e+00
2.394254302978515625e+01,-9.518807411193847656e+00
5.359780883789062500e+01,-1.038183689117431641e+00
-4.094954681396484375e+01,-1.547834968566894531e+01
-3.644293975830078125e+01,-6.421292781829833984e+00
-5.173603820800781250e+01,4.846286392211914062e+01
7.217520236968994141e+00,-7.791271209716796875e+00
-2.803652572631835938e+01,-1.763891410827636719e+01
-6.328573226928710938e+01,2.230493545532226562e+01
-5.115170669555664062e+01,4.954384231567382812e+01
-4.259991455078125000e+01,-1.964227867126464844e+01
-1.906345748901367188e+01,-2.439256668090820312e+01
-3.404598236083984375e+01,1.435490989685058594e+01
9.927166938781738281e+00,-1.570761871337890625e+01
-4.476770877838134766e+00,8.513168334960937500e+00
2.033380126953125000e+01,-1.855692481994628906e+01
-4.898220062255859375e+00,6.900873661041259766e+00
-1.207475280761718750e+01,-3.494427490234375000e+01
-4.057981491088867188e+01,9.495441436767578125e+00
-1.692564201354980469e+01,-3.096304321289062500e+01
-2.211901473999023438e+01,-2.542425346374511719e+01
1.551759147644042969e+01,-3.995536041259765625e+01
3.067923545837402344e+01,-1.112385177612304688e+01
-4.109233093261718750e+01,5.075119018554687500e+00
-2.899102020263671875e+01,4.231463909149169922e+00
2.376083183288574219e+01,2.092154312133789062e+01
-3.653360366821289062e+01,1.194914913177490234e+01
-3.714092636108398438e+01,-2.683608818054199219e+01
7.676074028015136719e+00,-7.297293186187744141e+00
1.389454603195190430e+00,-4.066173171997070312e+01
-5.946148681640625000e+01,3.340883255004882812e+01
-8.366646766662597656e+00,8.022426605224609375e+00
-1.776951599121093750e+01,-2.445626974105834961e+00
2.127370643615722656e+01,-1.379153847694396973e+00
