Canonical SMILES
CC1(C)C(/C=C2\C(=O)C(=O)C(/C=C3\Nc4ccccc4C3(C)C)=C2[O-])=[NH+]c2ccccc21
CN1/C(=C\C2=C([O-])/C(=C/C3=[N+](C)c4ccccc4C3(C)C)C(=O)C2=O)C(C)(C)c2ccccc21
CC1(C)C(/C=C2\C(=O)C(=O)C(/C=C3\Nc4ccc5ccccc5c4C3(C)C)=C2[O-])=[NH+]c2ccc3ccccc3c21
CN1/C(=C/C2=C([O-])/C(=C/c3sc4ccccc4[n+]3C)C(=O)C2=O)Sc2ccccc21
CN1/C(=C/C2=C([O-])/C(=C/c3ccc4ccccc4[n+]3C)C(=O)C2=O)C=Cc2ccccc21
CN1/C(=C/C2=C([O-])/C(=C/C3=[NH+]c4ccccc4C3(C)C)C(=O)C2=O)Sc2ccccc21
CN1/C(=C/C2=C([O-])/C(=C/C3=[NH+]c4ccccc4C3(C)C)C(=O)C2=O)C=Cc2ccccc21
O=C1C([O-])=C([n+]2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)C(=O)N1c1c(F)c(F)c(F)c(F)c1F
O=C1C([O-])=C([n+]2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)C(=O)N1c1c(F)c(F)c(F)c(F)c1F
O=C1C([O-])=C([n+]2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)C(=O)N1c1c(F)c(F)c(F)c(F)c1F
O=C1C([O-])=C([n+]2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)C(=O)N1c1c(F)c(F)c(F)c(F)c1F
COc1ccc(/C=C/C2=[N+]3C(=C(c4ccncc4)c4c(C)cc(/C=C/c5ccc(OC)cc5)n4[B-]3(F)F)C(C)=C2)cc1
CC1=CC(/C=C/c2cccs2)=[N+]2C1=C(c1ccncc1)c1c(C)cc(/C=C/c3cccs3)n1[B-]2(F)F
CC1=CC(/C=C/c2ccc(C)s2)=[N+]2C1=C(c1ccncc1)c1c(C)cc(/C=C/c3ccc(C)s3)n1[B-]2(F)F
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21
F[B-]1(F)n2c(-c3ccc(C(F)(F)F)cc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccc(C(F)(F)F)cc3)=[N+]21
F[B-]1(F)n2c(-c3ccc(C(F)(F)F)cc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccc(C(F)(F)F)cc3)=[N+]21
F[B-]1(F)n2c(-c3ccc(C(F)(F)F)cc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccc(C(F)(F)F)cc3)=[N+]21
F[B-]1(F)n2c(-c3ccc(C(F)(F)F)cc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccc(C(F)(F)F)cc3)=[N+]21
F[B-]1(F)n2c(-c3ccc(C(F)(F)F)cc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccc(C(F)(F)F)cc3)=[N+]21
F[B-]1(F)n2c(-c3ccc(C(F)(F)F)cc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccc(C(F)(F)F)cc3)=[N+]21
F[B-]1(F)n2c(-c3ccc(C(F)(F)F)cc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccc(C(F)(F)F)cc3)=[N+]21
F[B-]1(F)n2c(-c3ccc(C(F)(F)F)cc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccc(C(F)(F)F)cc3)=[N+]21
F[B-]1(F)n2c(-c3ccc(C(F)(F)F)cc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccc(C(F)(F)F)cc3)=[N+]21
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1
CCC1=C(C)C2=C(c3ccc(NCCN4CCOCC4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1/C=C/c1ccc(N(CC)CC)cc1
CCC1=C(C)C2=C(c3ccc(NCCN4CCOCC4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1/C=C/c1ccc(N(CC)CC)cc1
CCC1=C(C)C2=C(c3ccc(NCCN4CCOCC4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1/C=C/c1ccc(N(CC)CC)cc1
CCC1=C(C)C2=C(c3ccc(Br)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1/C=C/c1ccc(N(CC)CC)cc1
CCC1=C(C)C2=C(c3ccc(Br)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1/C=C/c1ccc(N(CC)CC)cc1
CCC1=C(C)C2=C(c3ccc(Br)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1/C=C/c1ccc(N(CC)CC)cc1
CCCCCCCCCCCCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCCCCCCC)c4ccc(C(=O)O)cc4C3(C)C)C2=O)C(C)(C)c2c1ccc1ccccc21
CCCCCCCCCCCCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCCCCCCC)c4ccc(C(=O)O)cc4C3(C)C)C2=C2C(=O)c3ccccc3C2=O)C(C)(C)c2c1ccc1ccccc21
CCCCCCCC[N+]1=C(/C=C2\C(=O)C(/C=C3/N(CC)c4ccc5cc(C(=O)O)ccc5c4C3(C)C)=C2[O-])C(C)(C)c2c1ccc1ccccc21
CCCCCCCCCCCC[N+]1=C(/C=C2\C(=O)C(/C=C3/N(CCC(=O)O)c4ccc5ccccc5c4C3(C)C)=C2[O-])C(C)(C)c2c1ccc1ccccc21
CC[N+]1=C(/C=C2\C(=O)C(/C=C3/N(CCCCCC(=O)O)c4ccc5ccccc5c4C3(C)C)=C2[O-])C(C)(C)c2c1ccc1ccccc21
CCCCCCCCCCCCN1/C(=C/C2=C([O-])/C(=C/C3=[N+](CC)c4ccc5ccccc5c4C3C)C2=O)C(C)c2c1ccc1ccccc21
CCCCCCCC[N+]1=C(/C=C2\C(=O)C(/C=C3/N(CC)c4ccc5cc(C(=O)O)ccc5c4C3(C)C)=C2[O-])C(C)(C)c2c1ccc1ccccc21
CCCCCCCCCCCC[N+]1=C(/C=C2\C(=O)C(/C=C3/N(CCC(=O)O)c4ccc5ccccc5c4C3(C)C)=C2[O-])C(C)(C)c2c1ccc1ccccc21
CC[N+]1=C(/C=C2\C(=O)C(/C=C3/N(CCCCCC(=O)O)c4ccc5ccccc5c4C3(C)C)=C2[O-])C(C)(C)c2c1ccc1ccccc21
CCCCCCCCCCCCN1/C(=C/C2=C([O-])/C(=C/C3=[N+](CC)c4ccc5ccccc5c4C3C)C2=O)C(C)c2c1ccc1ccccc21
CCCCCCCC[N+]1=C(/C=C2\C(=O)C(/C=C3/N(CC)c4ccc5cc(C(=O)O)ccc5c4C3(C)C)=C2[O-])C(C)(C)c2c1ccc1ccccc21
CCCCCCCCCCCC[N+]1=C(/C=C2\C(=O)C(/C=C3/N(CCC(=O)O)c4ccc5ccccc5c4C3(C)C)=C2[O-])C(C)(C)c2c1ccc1ccccc21
CC[N+]1=C(/C=C2\C(=O)C(/C=C3/N(CCCCCC(=O)O)c4ccc5ccccc5c4C3(C)C)=C2[O-])C(C)(C)c2c1ccc1ccccc21
CCCCCCCCCCCCN1/C(=C/C2=C([O-])/C(=C/C3=[N+](CC)c4ccc5ccccc5c4C3C)C2=O)C(C)c2c1ccc1ccccc21
O=C1C(/C=C2\C=Cc3ccccc3N2CCCCS(=O)(=O)[O-])=C([O-])/C1=C\c1ccc2ccccc2[n+]1CCCCS(=O)(=O)[O-]
